Startup Success,Funding Amount,Number of Founders,Market Size,Product Stage,Number of Employees,Marketing Spend,Number of Users,User Growth Rate,Revenue,Number of Competitors,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
1.0,699446.9964738793,3,118275432.42771171,4,48,61402.50552671205,75031.7179090571,11.89099460931879,23200.155140355313,10,8,27.82716289746432,2,51.81207172805285,7,43.604697914772046,2,56.15037627761045,8,55.965258796625754,2,60.58329984049989,3,51.40494683743104,10,46.30130756994503,10,48.87806955440503,7,54.270156844843584,3,44.53005136388115,9,40.09398849550635,6,47.80396919547489,7,32.648017060040516,9,59.79119089825743,4,42.74727430925048,7,51.6704216020162,10,61.9062420967484,1,56.86072920902913,8,49.951836995639724,10,51.61347695617165,10,60.301886048519464,4,63.14262297784312,4,33.79932920532585,5,55.372237454964335,4,61.75440515710461,10,71.9788977053687,5,55.50583902023055,5,61.46005281372773,1,58.86581329317628,3,50.5242307602953,5,51.62631633712363,1,71.84849017874313,3,67.81189695794747,8,43.485879086102145,7,38.398083093074234,2,71.21906358857078,9,55.839385710432666,5,51.6496437898458,5,46.73839062301916,6,65.71186805586291,5,63.35799483501041,10,42.12111961586298,7,52.560478682335486,7,59.676888469462
0.0,457224.4312953248,5,38463077.186601415,4,15,12888.827492465633,10109.22356582014,3.9486781857607705,10293.26517529235,1,4,23.87273502686268,8,36.22654474977821,8,39.56838464099219,5,35.77283245147607,8,18.186241806531477,8,28.807054879873103,6,19.80001068865465,10,36.60891879046164,10,32.43847438062328,6,17.690853684951623,1,26.57092468159835,6,32.321900093080664,8,29.03668010177257,8,26.865413580128852,10,21.06160984178604,7,38.54002893362451,8,26.377750758655882,1,29.72772320403474,7,24.356719390815048,8,27.231196327268563,2,28.345348740872605,4,42.43100729711736,7,30.125316954993153,4,38.21099770950744,5,18.00343539478549,9,24.782156957221773,3,37.38261414560623,5,24.604734519348167,5,20.772378006127212,8,40.772076895634164,3,27.541798315386963,2,20.006145649634824,8,35.83971711402682,9,30.41571331275222,1,27.78191974075013,9,29.57701373324448,6,33.989274048284294,2,38.756414288993454,9,36.81695269944129,10,29.92376134523868,10,27.402564332121795,3,37.28690361198937,5,26.672560802942904,7,33.68466519320907,9,27.16833378160567
0.0,473445.3161981576,2,57547332.98067809,3,17,23408.171118341947,11314.642190239078,4.077780722865286,11185.042019521745,8,2,30.509612560536166,8,25.85061940319169,8,31.442559981568834,1,45.32006974394062,8,30.703801349265998,9,33.447278602387144,4,35.265931362903345,1,25.352694778137096,4,34.67632647646336,6,22.2980807022687,2,35.100190941772304,9,36.837504706142965,3,32.42773257005481,7,24.45987605316299,6,18.34253724379101,10,27.65947108184517,2,36.701202213601846,9,31.702395507624065,2,31.58758778387427,7,28.186415569545947,7,32.798349808932045,5,37.67963424618492,5,38.098149072368955,2,41.28466378027428,10,31.106720204351127,4,34.65316547468713,7,38.62870909395472,4,30.711397402786996,6,32.01609960216794,7,44.13996838550293,4,36.05174312796991,1,42.55281658101715,7,38.69883284619611,3,26.024185244643245,8,24.844635503218655,2,43.81262442657725,3,26.63974235635281,1,31.250675095127256,3,30.194154581992684,9,23.274825379742914,6,27.502686504404647,1,27.44478024864106,6,17.415958068992488,10,27.457400635471448,3,46.71634509776885
1.0,970192.666654094,4,111481424.41788003,2,52,49860.267715239264,33923.58689476803,9.387209145826962,43882.321378072804,8,9,39.44155362566159,1,56.62367553637271,10,61.59442002535993,5,31.55783296132761,7,51.698379501940686,10,56.832505543644274,5,52.3801658860297,2,72.22955200060935,7,41.70090834842548,10,56.03763904020023,7,53.40885982508062,2,50.28568439468947,8,43.13179326869583,9,53.375768339526935,2,48.54207264204332,8,37.2256421623416,6,43.268923572390065,5,57.964041041731384,8,46.33672536725483,7,57.665044365576634,9,49.92751523660959,10,54.47416370797411,6,41.41610674209627,3,59.10321113856439,9,57.725760202467065,5,37.37114958443051,2,55.194363919281194,6,44.461449316648874,5,43.03956889395339,2,49.16643477323961,5,53.73997307321217,2,34.0077983834823,3,54.37916552045663,2,41.9307478625697,9,43.078236115502996,3,44.801705668637304,3,47.92695066307995,4,55.45534596403844,6,32.03474115798491,8,35.44555164583361,4,73.61297727674655,7,51.2209921969764,10,43.76725678151299,9,49.90171753864059,8,53.385598746566785
0.0,445349.26054912456,2,54730382.82160215,4,26,23027.568255620827,12121.600143611895,5.349747815247982,9882.785848435056,8,3,38.63043010674238,3,43.075712804140096,9,34.85360044546007,4,37.96583628824084,6,23.063792796939204,4,34.12038840944812,5,20.0075974720226,5,39.01901741676131,4,19.76026105715912,2,18.018721993738755,6,21.96050981645945,7,31.88852316737841,8,33.584019201823,3,36.821356428704505,1,32.61265520707647,9,12.483216417963714,5,28.84998917706379,8,22.388333373630278,6,43.31351954808409,5,35.62283267655331,8,30.373535817402058,7,32.070322169811114,8,40.95267128229006,3,24.51331958565867,1,32.991789595428706,9,34.54389027887843,7,20.46835135895551,8,33.26834553721265,1,40.368184156830324,9,25.81269485160029,5,25.862637085061294,6,29.35506778831175,10,16.85578688128475,10,32.513315207865325,1,24.273706217519123,4,30.257409765478695,6,20.174205283345,5,44.56596344585424,8,33.09366265368674,7,35.40248702902806,5,41.03648684999484,8,33.392900502007805,5,38.758897401244724,2,46.55637595449592,7,43.99973831274489
1.0,736170.990959611,5,73157445.0302977,2,42,58852.5632086596,48728.00616017557,8.784380039940684,47434.051642104765,10,4,59.510213361781545,2,45.019472801715146,1,60.775663836060644,1,47.82174185168263,7,61.22093760659122,3,53.0810812116207,3,60.223050318845395,10,62.87694413184172,1,59.56545528071575,7,41.82993156965368,8,54.00934608934709,8,52.14491619547421,1,60.99058518684361,5,39.27020027821516,5,37.62565455820235,2,59.61322467674107,4,53.13643951698823,10,50.110687118063154,1,44.51897576295646,8,41.69862767204464,10,48.693818776483724,3,32.0890081461133,10,48.98786748922242,1,57.341443627881375,2,46.92022124478178,8,47.62143232299648,6,57.86408910505787,9,62.20328984636345,9,46.44574393565606,9,65.62696311386975,5,47.79563396241504,6,47.11719158809717,8,49.20412392432787,3,45.554066836790234,3,50.50142674339989,8,47.19284565743625,4,73.29504531577392,3,45.70290815342264,3,26.849346867567338,3,39.703009988085405,8,51.50097048163639,4,54.4643886121616,3,53.767996877092,2,40.300094522397785,8,50.827356265035675
1.0,1160887.822022173,5,72683516.89169122,1,61,58790.14154557008,54728.150699278325,9.728797520198235,51469.92284288556,4,7,54.62547922797749,7,32.66116232405314,7,51.61298990736226,1,51.1566101761042,5,70.81252796515594,4,65.2799430711476,5,44.4645070129376,5,39.71163798451549,5,47.14181123613463,9,62.60653546760476,3,67.05773570049965,8,52.57052765897236,5,52.512693129286596,6,50.59531482792332,7,63.578525464821176,3,39.57670510210403,4,54.24809016311244,6,49.57912881267595,2,46.91152814650829,3,33.58602371246306,10,60.40647395706964,8,55.9961431714453,10,41.20365377328289,8,63.159124555811864,5,69.99507620280627,10,59.95564058415836,7,54.02420002871999,7,53.52895461398598,4,61.202428652785756,1,41.96534016765365,10,53.01742844517722,7,68.031056331048,10,44.38601700675957,10,39.288235135280246,1,34.21475693260336,10,53.47060475576096,10,42.98739545916424,10,51.79682852591663,1,43.36955644387782,4,34.40860927982111,4,26.181301092015552,4,49.671688976846006,8,48.29494451892213,8,40.92953967555763,5,44.53766111614751
1.0,968557.2213271098,2,97020613.80465406,3,64,40535.09204011572,22775.458590080612,11.571985625406263,36368.969194184065,9,2,53.770609096284,7,34.3360231363567,10,42.325957496850556,7,42.514367799061226,8,56.61559059228662,7,31.093778545722728,5,51.58967738335195,10,67.88459377133759,8,48.384158789391115,6,56.28088027832284,6,52.918917794306594,5,56.46540734521738,9,31.42679054884217,10,54.161484438113355,7,52.0711355564714,9,40.386111435210836,10,47.89898619853071,6,56.59180041420032,6,67.28605003836941,5,50.008699697574336,2,50.15167732523281,7,53.50996010507144,9,33.759340023481286,8,61.87384726018112,10,48.156906065227794,6,62.68548792976784,8,35.21145253804276,1,48.25569267659211,10,55.25165621797494,8,53.71593965335127,8,55.625146082699175,2,44.91225785994534,3,53.32431913126564,6,61.00374652138133,10,43.67693140174102,2,58.09115332080316,2,32.04648622093875,10,54.58450507621416,10,56.062993814932284,6,52.867332296946316,7,27.079055768763634,9,67.27942363782395,3,49.55160780178448,3,54.63823105835009,5,57.44580837351205
1.0,1216091.97380107,4,110055688.53790389,4,41,48178.39416142076,51661.4061307833,12.345935398328532,52872.20345175279,10,8,57.81428919465528,4,58.55794112086609,8,50.39578284986978,3,40.94171237182927,2,42.130966847101476,1,47.90651746267072,7,44.19034591618159,3,37.87452554591733,6,51.70608387941259,8,46.05043278791324,6,56.162446672916055,7,49.04571728420326,10,45.054792782662474,7,67.5742083075854,2,59.71111459712909,7,55.190927573200014,6,48.859568370034836,4,40.34444669776616,2,57.006815029603935,10,47.03320491317429,4,48.25237390479658,6,55.32391503376309,8,36.93469500086648,3,37.31137480883072,7,60.766084792633535,6,52.861506648794546,6,48.949208267307455,3,56.79948841085112,5,45.63293702863798,3,46.553041879088696,10,50.47493023897255,6,38.16144693995425,2,52.48722732641828,1,40.069606606838626,4,48.46481059505792,4,56.35022195087494,7,44.579799131222686,8,41.54437853609471,2,50.48553213084638,6,48.19373854868727,1,51.19333351695278,10,49.695409874169364,2,58.69276584420575,3,55.896289967245565,3,46.34027436416472
0.0,383681.0538946361,2,46826495.077574655,1,26,24972.07264103792,11952.277380133843,5.9410665514519305,6876.242856551138,3,10,25.571462239919867,8,21.837095471258007,6,33.06260690234276,10,29.85430137470441,5,22.117502557774078,2,24.927745024748738,9,37.0211198601292,5,41.79440625767646,4,35.78778386422267,6,28.328670004085883,2,41.99289688295012,7,36.69564578597984,10,16.875092477739543,7,23.775689451035106,6,25.089854500300063,7,25.332506546007362,1,31.196990939371435,3,34.93849178947391,4,27.00549288242548,10,30.774002791466348,1,35.24805026791424,8,24.987322035510424,6,28.153072590743736,10,54.224013750758715,4,38.153052470637,7,32.24761577617809,6,20.932680743119032,2,38.6495069197386,7,27.836862414415823,4,33.50125955354661,1,25.554101917236167,2,27.057394037530486,2,7.557225723447193,4,22.997324758606986,8,33.319512896583475,2,33.31795461466328,4,36.24533273370407,8,43.62004619424701,5,27.33008429445837,8,25.570735929277905,3,23.549235559882906,10,41.44855437488683,5,25.925752634937492,5,33.2822855067251,8,27.851933233784585
1.0,796561.5658909219,5,114121578.27630264,2,53,47269.93251977416,53243.45711194924,13.919367963911766,56936.97955013145,7,8,46.210159259418084,3,60.11292104707957,10,62.97223539994938,9,32.26761421737587,7,42.003300561894925,10,53.391399984827046,5,37.949596924980426,9,63.0465662740676,4,50.89811304543414,6,36.675245614223016,1,48.081315859489365,3,56.8840551424888,3,57.79375468665667,4,52.81169601958382,1,46.76115655496927,4,55.667652356722016,1,60.67372069114784,2,42.76159733684269,9,38.22637389900015,9,62.34555829364583,4,45.118974272707604,2,34.44498419593967,5,43.31673337794729,7,50.83521632655739,8,52.67517184471848,1,81.54773796981738,7,36.49597868275276,9,47.9586471227256,4,36.10433408410777,5,41.9123972405691,6,27.33387742873679,5,38.33077712835126,7,41.61968832417893,4,47.64421537037684,5,50.38403739935187,5,53.43678506426086,9,50.41041014187736,9,60.024500247441665,6,61.24573113143578,3,23.73796782762208,5,53.176072680031915,9,53.674378309596364,6,44.55657031820771,9,44.88961046624071,2,41.282046745475526
0.0,520367.2084893098,5,51918977.35873036,4,19,30067.771473243498,10789.514778215987,6.216165776782255,7706.899672585085,6,5,31.725864668481226,9,23.875963265277665,4,17.238621176812543,9,19.824562708971932,9,43.027173225515185,5,27.954977559408782,9,39.81235494589011,2,37.12652603967924,1,43.401154084429905,4,39.883470376378064,2,11.256447326718678,2,26.744305578006557,9,27.584510950112975,1,33.71422815984588,1,32.989462878097115,1,23.825351215219445,4,36.2139829978122,10,27.43290957735852,3,41.90039809526892,8,23.56983359178873,5,35.588743078483176,5,26.4185234669601,4,31.947336696679464,10,28.478252758043894,7,33.51407726815674,4,40.17291047887261,2,41.555858642941445,9,29.85931762025091,3,39.552996311978305,3,19.18707521575793,3,22.388751866842448,3,28.771474325200984,3,28.37043583837974,5,10.735799364360147,7,33.930887160460955,9,30.13300026964378,2,27.14477880161279,8,28.373064414746608,3,36.2531807054608,8,29.015301063123076,4,26.920195923599273,5,28.52818571633028,3,28.351161009176757,10,32.744927243115896,8,17.924454352191006
1.0,840177.885834947,3,79472615.84668216,1,68,52811.92017910275,41445.17304074419,7.914143476382525,63592.9142433651,9,9,36.55113219218801,5,41.350188100932854,7,33.22717558922547,10,64.8049215266908,10,25.801134545559744,9,57.898410202889416,5,43.13341713130653,6,37.60838082704038,10,41.13277012030233,6,52.88028520926564,9,51.36736364077017,5,37.05355437869234,9,52.00737790610157,8,53.446773570856145,2,54.72873962698109,8,54.750454750123275,3,48.305194748619584,4,25.395732109907453,5,53.07346211420123,9,55.43551206061491,6,57.20619898168261,9,67.10350435854008,2,50.494612295739,8,41.000499030591584,4,37.752381128849585,8,46.51250560741326,3,37.812699858148676,10,54.266262539844675,9,56.6862442988858,4,54.29001168676821,4,32.945710824370224,1,39.49297308305158,1,50.8503292163576,10,52.914731358422436,7,49.420643621515914,6,47.74617044591287,2,57.94587225761908,5,44.67711156207585,4,46.62194456400213,5,55.186098869350815,5,53.49252021206285,1,43.55475143489773,7,59.46794464204463,1,74.21640544457732,6,65.3605807064387
0.0,524123.8137655348,3,60251091.52581774,1,20,21369.555434235896,12325.296117372385,4.998485497051954,10066.446477033918,4,8,33.09137547469952,2,26.88400660495019,3,37.525554007323144,9,24.218473517861085,1,38.06235558546439,6,27.354613699422536,4,26.337890348163167,8,27.29731550629305,1,31.075948259852428,10,17.487798501002928,6,18.73859698583582,4,28.66752461874639,1,20.252840422784246,10,28.412784099220133,5,36.33659726039108,10,33.42254685375257,5,12.925153051689705,1,37.30517334818518,3,29.040702869591843,8,32.11758070220864,2,32.569092561533196,8,30.226161783220356,8,22.300594833821357,5,22.242336646016167,1,37.22759271872793,10,29.283294264593618,10,35.63338275421303,4,33.2299695300927,6,27.530244863531408,2,47.31790458307845,5,31.46421885014881,7,41.28633730209821,6,29.168740415207782,2,32.754885545459,2,30.166013025942913,5,37.51997069463431,4,23.692894097216385,10,36.73457898223838,2,30.464699319749233,4,16.248315811336834,2,45.332022677497086,4,39.75736889511266,5,23.156001749529548,5,25.34221172449785,9,26.644535251535455
0.0,552129.5290595756,1,43461016.116744235,3,18,12384.137679130761,10360.677381327774,4.847270055019844,10717.472287993232,4,1,21.219192581907492,9,34.29581850913198,2,31.345497529677292,1,37.09688812747699,9,32.9362806635279,3,32.42134839844132,6,25.38724084281241,3,21.77178706115992,3,30.730782274078198,4,25.2789618698918,3,42.36658158091349,8,22.660483950531606,2,21.531175930434422,1,33.26485551775745,10,46.85508418059803,9,19.609854265314127,10,24.957970633032257,6,28.675867335360046,8,25.82662616511518,6,29.526428604065664,5,32.31244163054964,1,39.63729431771597,3,33.0783164307374,3,19.903244488410095,10,44.71191955928617,10,26.248518772352543,1,34.88645761269356,5,21.379522224400134,6,30.46513637298789,1,19.12927039387728,9,42.09062152465182,2,28.774616557849654,9,20.907437168592132,1,23.394160396022983,1,27.76976650265617,6,26.235081732167714,1,29.943683231726418,6,27.03083168220691,4,30.81461996518141,6,22.800133679774483,9,20.14734835715982,2,31.141409169895418,10,40.23825688918151,9,22.515483978185593,4,21.68684230728564
0.0,500581.055854245,5,50273133.79851439,4,22,17342.942994307876,7313.581218832199,5.482712760556137,13560.905502584812,6,9,25.341262930939244,1,28.535439813276,6,14.288044428996056,4,26.152041184903027,3,42.322247427573316,3,36.27742276282231,8,26.42281711205989,2,24.7325495140312,4,37.41944523830051,10,32.09903975132159,10,39.24347277934389,5,19.618130210687973,3,12.52735692859001,1,27.73390540951894,10,19.369304112951724,4,34.037080206789334,10,29.702171532728375,7,17.32984063469857,10,30.045300001596804,7,40.41345218960577,5,37.970709705038296,10,22.977175326180067,6,23.825060037943622,5,35.51402472220697,6,23.364977377401615,7,35.12416305884311,8,41.15432464752876,2,26.07165761547117,3,31.65862903821612,3,33.546323542832816,8,37.532083606861654,6,31.965166530596633,4,27.457771144852547,9,32.94286344692115,7,27.84863613739221,3,43.3005866292758,7,32.87960937045252,2,33.32109373078959,7,25.92899456408682,10,9.665455085223286,8,29.421228151877663,9,31.768754909448607,1,34.98467475534523,3,18.309612610883946,7,27.243640262205112
1.0,864486.7574532586,3,94312307.00786981,3,60,40914.97488487809,38066.24231456684,9.914287504679324,54422.8163833031,8,5,52.555596989868036,8,62.31223522980595,2,49.64832373774028,1,54.46860116396009,1,57.894599640471895,7,56.962474079618865,4,42.49985756991576,1,34.57990743950379,4,63.79497065000352,6,55.740177992464055,7,40.112724759416885,9,23.363593688397618,4,70.62316420494841,9,44.460172260076284,2,51.95486956824486,1,43.538363179563916,5,43.522973066852494,5,55.19973050992736,5,48.69726406177152,6,47.66875305693775,4,29.240496470586397,8,62.08237720760653,1,38.67933852748365,1,58.228384853373115,1,42.62238082825438,2,33.109084475474305,3,51.99302554092594,6,57.6815410396103,8,52.208256191354785,7,38.82252073684231,4,67.71274685681342,8,54.257465890527634,9,48.30673257140649,2,41.33264462010679,8,55.80665944008153,5,34.668267617287526,10,57.46090799440079,4,47.482052823486704,10,57.09655954205118,1,50.61492065005623,6,68.07625963479668,9,51.34564126532321,7,66.53331199093216,6,43.16449038146148,10,30.44126691745036
1.0,1029857.3126944955,2,131811641.45235701,4,44,56041.07455439044,31668.295483012724,10.14854738038029,41347.007248651484,3,9,58.572915041230154,6,36.07904118374218,6,52.662599624659535,1,52.326600919744195,7,54.774639241403804,3,39.13282355961408,5,44.028063847049296,1,54.34750529872827,2,57.88960283810965,1,64.14336840198145,1,30.18709397213081,7,54.40843059879481,5,49.56546860417803,10,49.48561456678836,10,52.82643119187038,9,55.178361741905455,1,34.10671199884728,10,48.136693206330406,10,51.65493056922286,2,58.58371741417044,8,54.661921401185154,2,44.72744584146656,5,48.39152612145498,5,43.568724600336076,7,43.75708454212178,7,44.37771525097339,3,43.056473532900704,4,33.010731950574595,6,51.493700222398466,8,59.04968314402842,8,46.05575787879213,5,59.95587651228736,1,49.8166292788781,8,63.74574740775381,8,68.77944414129179,6,47.59879142615887,3,49.872081148290825,6,42.6908460998976,1,54.76263950844645,1,43.97486885241283,5,63.82888145242033,4,47.18723678333315,9,66.87348278614508,7,35.76787125388556,2,47.100098972277316
1.0,843491.258953104,4,113578625.80118556,3,50,33828.281099544554,60179.570524293595,8.176813246827708,26080.181104438598,8,9,29.83705689576835,1,55.041659107385044,10,62.28539790356901,9,52.25562017102418,3,59.768644120991105,10,71.42182624423134,10,54.230954243179085,4,48.36572197033574,9,39.423296944921304,7,23.857581112718268,8,50.68295526646923,1,47.79353649563397,5,53.047765451066454,10,53.23566079102296,3,51.01807128775847,5,49.51847844471589,5,48.22574079996771,10,35.68239757353703,6,63.05806191495922,1,47.43197458666054,10,58.11417332173259,7,46.737517914646695,3,40.223745398191674,7,47.83764658576057,3,35.53965496021662,5,64.54646219777919,1,66.3448752796719,10,50.624099737097126,6,51.90063634153865,1,46.333550012454275,7,61.86923319828867,7,50.82621148304755,3,58.97921138150008,3,45.63100001152822,5,34.83594864611882,2,45.75934666572647,2,63.42007123807649,9,58.02967558639719,9,43.17150718354436,9,31.263901009897992,7,51.688070449413274,6,63.32960003660793,3,38.6531922638832,6,63.62737474467647,2,29.32999901336575
0.0,643234.2031217501,2,44392390.9302014,1,26,23981.70009874416,9634.196865152146,4.8555121585555705,12591.99534127958,8,10,15.916130440060078,4,39.87666036797075,3,29.44300952330255,5,18.0947014442579,8,34.90835407004775,3,17.38748029452787,1,22.386653277581985,6,26.494309946681035,8,34.68641654689574,2,31.48158660899592,10,31.13909871628276,2,30.46383522427419,10,29.526626054244083,3,23.01182708856691,9,33.36998665600004,6,30.373899211429343,6,21.102625135396792,10,31.397557722165214,6,29.82718175724109,1,26.31807406929112,7,34.41490599715743,1,23.467700552996916,1,25.53440568293508,1,40.307615580204114,7,35.79631007875132,10,26.50382385698808,6,25.260599962989488,7,23.665296008468196,5,28.54473288850082,10,30.251644905934793,10,29.004886260501305,9,34.09209785235407,8,44.5197295130167,8,25.40841054683597,1,26.06272217204646,9,27.033130991448733,2,36.89703052341207,3,20.460493773389448,3,33.644701235880355,10,37.06667107736702,1,25.021859736426343,1,28.270384829235514,10,40.875460906727156,3,26.100077219016168,3,24.649507407466587
1.0,977031.1961033953,4,89612072.56347747,4,45,43699.51568651659,48213.191123920165,7.687745265697936,48475.003216900805,7,10,56.53864504642378,3,32.61877403823945,2,51.85451910157727,1,55.05692501297453,2,49.64240265451388,10,50.548078743039525,10,54.076215953617776,7,34.14798639829408,3,71.04276194067074,6,58.862316040771915,7,60.514581128078376,8,51.31277798757069,5,43.653288770396635,9,51.93110086561269,5,57.88878810640633,2,32.31528439622686,4,61.26781742406507,1,44.86152587502891,4,44.154019784593316,7,57.2318688795408,2,58.07346336602265,3,44.74029841170909,7,51.27567937846976,8,59.64730895487456,6,50.140493190743115,6,56.46232415805081,3,47.71348294312102,2,52.14779261425542,1,47.625574942020585,3,44.4997688785187,2,35.626568239925426,2,60.26224236436619,8,48.43322989012592,2,51.76087456532752,4,55.84455155461346,8,55.48165253669738,9,57.7503223349991,1,60.387952785759104,6,49.0733080962902,9,40.25130928197193,7,58.859216427438284,5,46.014008602226475,4,32.566232362970126,9,38.88051204335004,7,50.77977351620449
1.0,1031007.3247191038,3,93181842.4530784,2,49,42658.381338789855,57528.91081493785,7.782470209190009,44333.2940703856,7,3,36.492025773893154,7,38.39773475221197,8,66.41256893054722,3,71.95973052895957,4,33.38843946583822,7,57.51549396013813,1,41.277339771180756,8,45.813429416436534,2,48.20057173887645,9,61.16100819131859,3,54.732537399829496,10,42.37857273062376,3,46.68025762140432,10,40.8764491656751,3,56.57309994568761,5,54.20577276861241,10,48.5575026407213,3,57.4750186678606,10,53.412342914750916,8,35.79818961540976,8,45.60225141753819,7,45.957317454989365,8,47.6583225634697,7,54.214055892105016,10,50.589162061237445,10,59.04128866247321,4,47.34528804727386,4,57.70680788657855,9,67.46485376633792,6,44.0209715526337,5,49.58637836736295,5,35.994840147952786,6,49.65259041618598,3,60.17950343579973,7,52.98244357222568,8,53.78019217794764,6,65.1283487541606,10,54.23562133228315,10,63.726509591140164,5,61.71901617439233,6,52.63585860814172,8,62.82566046432869,9,45.23431428826632,7,50.28716462233179,9,26.51585196441125
0.0,503272.44915407075,1,47509281.55346959,2,20,21244.46984566628,7349.437256095118,4.886123392264259,6553.907941417538,5,8,32.008046899735454,7,23.982071866567743,4,28.46356755293862,7,26.434671446606043,2,30.672983058228578,9,33.91709856445661,8,41.02073503402427,8,27.445319870483676,1,39.86533515131294,10,28.693886731778377,4,42.41111766620562,8,34.9944496144708,6,33.42152359024235,10,39.385856617793834,5,37.32835647776787,1,25.915746619575284,2,25.391107791601897,6,30.684143574514543,4,28.89533683883303,1,32.708091419011964,8,39.46470623524258,10,30.188447414443694,10,46.83439800239701,5,17.830991409239516,5,34.384964158834336,1,32.71663960135078,1,35.36830690264001,3,27.524959175768583,4,26.420858978968027,9,35.52663941154918,8,26.88864684068602,5,34.26276825579158,6,29.077023693607085,4,33.86623540294601,10,23.814765126168282,1,25.093694374476804,6,27.287200419115436,2,31.643748305623845,7,27.50041385623516,7,28.740363125048038,10,27.25297991060095,2,25.223069053677584,3,23.93975967483329,5,28.26734402979061,6,25.884680452142486
1.0,778579.1090799957,2,101543129.92435433,3,56,45349.24053798994,41748.34100254462,13.20568849435594,49550.804618455666,2,7,48.88481103494207,6,50.23254600177561,4,50.923846577683584,2,48.35952811851796,4,56.18890240563029,9,42.9046914279258,7,41.53571743251951,10,68.76464611304732,10,57.71055269096055,3,59.259292140714294,7,53.91219021110177,2,43.11850561293686,4,42.52391220446924,1,49.50048668440645,3,42.91058839250374,3,42.626946181098916,10,42.34100185030073,7,58.048857340863904,10,61.46685756337908,1,74.25572658739375,5,52.68352844223078,1,56.56168706017402,9,52.69141738044111,1,51.3393153952053,7,47.50042712023593,1,38.761451118189,2,36.25516217112857,7,53.606692269948574,2,44.3500164826595,4,61.060851751610095,4,52.20069510364212,3,43.78712607357161,6,63.2073232408553,10,52.527774312322606,4,47.09597252270813,9,53.34096551559159,9,46.66920131612946,6,51.9706690280086,6,47.12599891955511,2,47.604952098385326,10,47.64202499623783,6,43.498985932120185,4,24.335097218787855,5,30.61170754979516,6,46.886222727746585
0.0,679292.2591330872,2,54042128.65277332,2,21,17854.81375953667,12370.326062878681,4.400350488549068,8943.098004199219,2,7,30.40335934211717,10,20.386981742726416,7,42.201356544465995,4,31.787499219217864,1,37.90292437986519,3,34.45257922953749,5,21.752894019192087,1,27.75133610125768,9,28.413039803658457,4,25.773741874407854,4,39.27414497371042,7,22.34825175295488,9,38.050266391608105,7,31.714245182077562,5,32.99531567109485,1,22.38663576690063,9,25.351843280314075,9,21.289253196637024,1,34.98867880982995,7,26.577837728856174,7,27.332563179197745,9,32.452921717843275,4,37.90413524099461,9,22.67413033498673,5,35.94705034344081,8,38.23702200868356,1,25.81858172147437,9,27.821264649728377,9,39.280864188083626,7,28.404584318478122,5,35.13128450633331,10,28.03785164072983,10,41.29600664189973,10,27.75634870898884,1,37.12622547789833,3,36.167088818157175,9,39.125357202205905,5,40.64704776743221,10,41.813159668407735,3,42.12470306542162,1,28.05522868117375,9,39.474953690978836,10,29.667259717342912,8,30.888600872422092,10,33.60439556394233
1.0,468129.72859012545,2,96687371.79364735,1,47,49748.1131647052,61179.338227271524,11.401944645407932,30685.477109037784,10,10,28.227639311032643,10,44.93904022469395,8,47.304941691411514,2,49.48102613178982,10,49.37085481055472,8,40.492878585905835,9,40.74489199852616,8,64.43299059068121,5,34.659816060386035,5,54.59309318737573,5,40.33499376945036,8,59.690291538551215,2,39.06833768254157,5,58.599746660335896,10,34.61900225449541,1,53.515808152770234,9,36.741780725303514,2,60.83243587658063,6,51.88600411845526,5,60.19309002487377,4,43.692822335993746,4,47.09641761341571,2,45.85898321266815,8,50.668161404637544,10,60.5184483842352,10,55.29932683852024,6,55.206931788069255,5,38.893897148527,8,60.970510297665456,2,57.26429521371248,1,49.807596677080255,6,46.63321479316299,6,74.45735743302549,9,53.19977746644069,7,67.26962095385038,3,45.040497987301265,10,45.81689588064219,6,43.86409605453447,5,54.849142395729494,10,50.656581542091836,1,48.06587400101721,1,63.073372516232084,9,64.2417403024831,7,56.742127715143155,7,40.686084580321534
