Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120,Customer Retention Rate (%),Monthly Web Traffic,Customer Feedback Score (out of 10),Mobile App Daily Active Users,Annual Marketing Spend ($),Customer Acquisition Cost ($),Average Customer Lifetime (months),Profit Margin (%),Operational Efficiency Score (out of 10),Average Transaction Value ($),Monthly Subscription Renewal Rate (%),Social Media Engagement Rate (%),Email Campaign Success Rate (%),Product Return Rate (%),Helpdesk First Response Time (hours),Inventory Turnover Ratio,Fixed Asset Turnover Ratio,Equity Multiplier,Debt-to-Equity Ratio,Earnings Before Interest and Taxes ($),Net Income ($),Total Assets ($),Total Liabilities ($),Current Ratio,Quick Ratio,Cash Ratio,Gross Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Return on Equity (%),Return on Investments (%),Asset Turnover Ratio,Inventory to Sales Ratio,Days Sales Outstanding,Days Payable Outstanding,Days Inventory Outstanding,Total Debt Ratio,Long-Term Debt to Capitalization (%),Interest Coverage Ratio,Cash Flow to Debt Ratio,Company Efficiency Ratio,Reinvestment Rate (%),Financial Leverage Multiplier,"Blockchain Technology Adoption (0: No, 1: Yes)","Uses Artificial Intelligence (0: No, 1: Yes)","Augmented Reality Features (0: No, 1: Yes)","Virtual Reality Integration (0: No, 1: Yes)","IoT Capabilities (0: No, 1: Yes)"
11,48,491,1,640546.9920055736,UK,Asia,6,7,1,10,7,1,0,8,4,0,8,1,1,1,1,0,1,1,0,1,1,0,1,8,7,5,6,3,2,3,5,7,6,3,4,4,2,1,9,4,2,8,2,2,4,1,1,7,5,9,1,7,8,9,10,8,1,7,4,6,9,1,2,1,9,4,6,7,5,10,7,7,6,3,10,3,8,8,10,5,1,5,2,8,7,6,3,7,10,3,8,2,9,4,2,9,4,7,7,4,5,8,6,6,4,9,9,6,4,8,10,9,6,3,10,2,5,9,10,10,8,1,4,10,4,8,1,7,3,5,5,3,2,8,10,4,7,6,9,8,1,4,5,54.94334352235611,205905,9.723437672658864,81487,96800.96671932821,46.61029208820122,29,46.573423299994744,6.518624911376136,88.59648102816391,87.27428373631471,14.543946969011671,10.48615916985113,5.153989100514672,0.720915699557219,5.308469051408271,4.321585451373552,1.870654128950362,1.0610460887593156,102477.26053154244,11733.188701427684,5024607.972512664,2165215.8615600024,1.9673703633611146,0.5124154679085995,0.49004121218784674,56.98826553661939,16.024063749895653,11.068991219708595,5.598136510488779,20.20546242471466,1.9917573189526132,0.19628923289973074,80,26,116,0.46134190939418773,18.056120262432394,8.200106485835267,0.5029918017068608,61.05151892291349,74.34866084347567,2.5552351761748877,0,1,0,0,0
19,29,406,1,841208.6663215817,UK,Europe,4,4,3,9,8,1,1,2,2,0,5,0,0,1,0,1,0,0,0,1,0,1,1,6,1,1,1,9,2,1,6,1,1,4,8,7,3,7,1,2,6,10,10,3,4,4,4,2,7,7,5,2,8,7,7,6,1,9,6,2,3,7,3,7,7,5,9,6,9,6,8,8,1,2,6,4,6,3,5,6,3,5,8,3,3,5,3,9,6,6,10,4,6,10,7,10,7,1,5,9,8,2,1,5,1,8,3,1,2,9,6,5,8,1,4,3,2,8,10,4,6,9,3,2,3,1,3,5,4,6,9,1,1,2,7,6,5,4,3,3,2,7,1,80.19819091698324,427839,8.161963730374236,96799,96685.65243742536,46.74799008121986,51,49.25885864654775,9.442589551457933,98.37945440728437,57.911143085962074,14.353076965304023,17.695013919620475,7.010826278427051,2.8499394218131244,7.828640273006593,2.4816509204391943,2.895852821048796,1.5032980962640599,99073.26571923868,11675.529402165039,4986482.284058452,2487490.2009999286,2.067949946532881,1.383513698893378,0.3379649593071483,21.409152181407684,30.87193329664898,9.005612599845806,28.73537664927821,10.162661822911744,1.5001507849047078,0.42076018153681416,57,36,48,0.5353367336758519,18.05495934503167,9.885541130845088,0.46290227204731826,79.79874887527492,54.528125856252274,2.5800580470322902,0,1,0,1,1
4,94,98,1,1050614.9106536363,China,Europe,8,1,2,1,7,1,1,1,8,0,8,1,0,0,1,0,0,1,1,0,0,0,0,10,5,6,9,6,8,5,2,4,6,4,8,4,1,8,2,5,1,4,5,3,10,3,8,9,6,5,8,8,4,9,3,4,6,7,8,1,10,4,5,10,9,5,7,9,1,6,7,9,8,1,3,10,3,8,1,4,3,4,9,1,7,9,2,4,3,6,4,7,2,8,7,7,5,8,6,4,2,5,1,8,7,2,4,9,6,1,9,3,3,4,9,3,10,1,7,3,10,2,3,1,2,1,6,3,3,9,4,3,2,2,6,2,1,6,4,8,10,2,6,91.4972025318661,725893,7.729825346259096,51460,105605.26916747133,42.913527374669464,51,48.76954171860352,7.883143986462885,96.38926584884418,92.25248927703186,14.18598854148986,22.766979160293715,1.48607710829935,0.5825279388384415,11.806818690750465,4.671283633767034,2.065153830972018,0.8386004535333871,113269.63476793891,12973.468601832825,3851865.515904674,2279587.608245457,2.6486376550639803,1.4259334568767965,0.4174306895799579,59.09727188064253,13.611473208053784,13.598691566769434,15.051764042481498,17.08391861800668,1.455019216626677,0.35965639449097686,35,28,52,0.6671240351283588,27.01116975550487,5.504558705939229,0.2036583926631842,67.80865449277772,77.62218473892118,2.714030681491221,1,0,1,1,0
8,79,385,1,1470898.1937192017,UK,North America,1,3,3,6,5,10,1,3,5,1,7,0,0,1,1,0,1,1,0,1,0,1,1,7,4,1,5,5,3,8,6,7,9,3,5,10,4,8,1,2,1,7,4,10,1,8,10,1,9,4,1,2,9,10,7,7,5,2,8,1,9,10,6,7,6,1,1,2,2,3,8,8,10,10,8,4,9,4,3,4,8,10,3,4,7,4,8,2,3,9,3,4,2,10,7,8,1,8,6,8,6,2,7,6,2,3,3,9,10,6,2,1,5,4,7,10,9,3,7,2,1,7,6,9,6,2,4,8,9,9,5,7,1,5,5,3,6,4,7,9,3,9,1,50.13131727215844,81581,6.561593939555866,36009,127337.75154290002,52.87650196241468,23,25.239097429388412,9.353960895880686,86.08179604471884,81.30828569783168,13.53394970785704,38.20784306111092,3.7340280102616306,2.123119401316019,9.240420699096681,3.209287557620774,1.8526929115361521,1.1278396452148278,57636.691882636806,7945.593422028968,6859410.187301273,2528721.4475912442,2.8050492204068336,0.674671016793537,0.3278330655023243,59.61968252322079,37.192853167403406,5.17275909730234,5.136798424630241,19.39442596955826,1.022611657765479,0.42879844656917065,69,33,106,0.7878953659596717,16.667764201405127,3.3978838302488983,0.8819722164291763,64.46073950788983,53.42108570526136,1.9392898526313107,1,0,0,0,1
3,97,247,0,2006642.6582594155,China,Asia,8,7,3,10,10,10,0,1,6,0,10,1,0,1,0,1,1,1,1,1,1,1,1,4,1,9,10,10,5,1,6,5,9,8,3,4,7,6,2,8,6,1,1,6,3,1,9,6,3,6,5,1,10,10,3,10,10,7,1,6,6,7,5,1,7,2,5,6,9,4,4,2,8,5,5,5,2,2,4,9,8,3,9,9,10,5,1,6,1,1,6,7,10,1,8,10,2,5,3,1,5,5,3,1,10,4,2,1,8,10,9,8,7,2,4,7,7,4,4,7,10,4,3,4,10,8,10,9,2,9,6,4,1,2,3,5,7,6,9,5,10,8,5,54.37122985768129,374914,6.126424563414995,85169,101173.61100355328,47.42795505747007,19,36.0453717317604,7.754453645624407,130.2181679642044,70.27691302511643,2.0768438008547605,27.561483624415523,8.225424402381602,0.6676840171529768,9.13728262688037,2.650317075720285,1.447787053563091,1.5683180720599557,106463.30154064058,11427.492977528396,4416499.559648774,1546711.3948349492,2.6178155670744356,1.2375784441948587,0.5053777749053872,58.91484652871852,23.726311339174714,11.07100617756614,19.70138893523028,24.749036563806033,1.35192654649676,0.23899558400083298,73,51,101,0.7170952003237832,12.205273539701711,5.595754285098364,0.29322844196587194,90.06211880392978,49.50407812976157,1.3814702920282955,0,0,1,1,1
2,46,147,0,569997.968206931,UK,Asia,4,6,3,1,4,9,0,5,4,0,10,1,1,0,1,1,1,0,0,1,0,0,1,5,9,2,1,10,10,9,6,6,3,4,9,7,10,5,8,2,10,8,3,2,10,10,7,4,8,5,9,2,8,8,2,1,9,7,1,10,5,1,4,6,9,8,3,3,7,10,2,2,9,7,3,8,3,8,8,2,9,4,3,5,1,8,5,5,6,10,10,3,5,1,10,2,5,4,1,8,4,7,4,6,1,1,1,1,9,7,1,4,9,10,5,7,9,7,2,1,1,1,9,5,6,10,1,9,6,9,6,6,3,2,8,3,4,6,10,7,6,9,2,80.06080317835364,759837,5.162261834074577,98870,51466.58240819946,72.97639630213747,57,11.6465686705514,8.217273787423176,105.86287291733784,90.03936297319203,19.816095630893333,11.43923816703661,1.3920629414203238,1.5773777581141852,10.64528115073891,2.1118739606801173,1.003089371165739,1.8898876610091884,80246.00665732629,8934.841316567712,5369986.347119262,2011298.6166048015,1.088993577923059,1.0717700988915402,0.29617527813537325,51.55250942067518,15.893717461576147,5.709226320679531,18.911732788859318,14.202473217396658,0.846325899142857,0.21584092580932862,78,31,75,0.5702768579506277,30.323558383498767,9.6487459348515,0.4432913328296927,61.797176506061334,51.4712458014198,1.6097059915026075,1,0,0,0,0
3,65,293,0,709089.2726133213,India,Asia,9,6,3,8,5,1,0,9,9,0,5,0,1,1,0,1,0,0,0,1,0,1,1,9,10,8,8,6,8,6,10,7,4,2,9,2,4,3,5,8,5,10,10,10,4,5,3,3,9,5,7,1,7,9,2,2,7,10,6,7,1,5,9,4,2,1,10,2,6,10,2,4,1,3,7,9,7,6,4,6,6,7,6,1,4,7,9,3,3,5,3,7,5,4,4,10,5,3,7,7,9,3,8,7,8,8,4,6,2,8,10,2,7,1,7,8,2,6,3,8,4,3,6,1,10,2,7,4,2,3,9,6,7,10,8,2,8,2,3,7,4,3,9,56.89476427735619,836437,9.567494583859357,42120,112218.24821190555,45.242680629731396,39,41.305283145931455,8.104302090550846,99.12694294660803,65.73286579895752,14.845757288405414,37.79122646984572,6.858143258129989,1.739536015346669,4.553340600740571,2.2934577275253147,2.800352636592404,1.2601083810771523,126897.76488776575,9801.027052390175,5206486.344496808,1876916.4204357222,1.0607844456032496,1.3921284943997663,0.6375791626108837,57.13831898328776,23.289492546314037,12.583559566231685,23.394524956945478,16.163104867749595,1.8686709502982435,0.15159737227473158,72,54,61,0.3934751121032973,22.03824533528298,9.390421990329322,0.5569788385601224,78.45120190554894,74.86537074232692,1.0314882326443255,1,0,1,0,1
10,9,408,0,294498.61274597584,India,Asia,9,4,3,3,8,4,1,4,7,1,2,0,0,0,1,0,0,1,1,1,0,1,0,10,10,9,3,10,1,6,3,6,4,7,9,9,2,8,8,10,1,9,2,8,2,5,2,7,1,1,7,4,2,4,2,8,5,4,4,6,9,4,4,8,6,9,5,4,4,6,2,6,3,7,7,7,6,4,6,8,10,2,6,7,2,5,1,6,2,2,1,8,10,3,2,6,4,2,4,1,10,3,10,6,7,9,10,3,9,9,2,8,1,7,9,3,8,3,3,5,9,7,1,10,9,8,8,8,2,6,2,8,2,5,7,1,10,2,4,5,9,3,8,90.37088670672438,466033,8.109337521475332,14272,87906.69693057609,30.91787768358739,51,41.19637186570769,5.503327662678342,74.37748047353206,79.68029495842742,13.132760410507476,26.9664029849574,5.910036461508535,2.6814362641596032,6.469348734405869,4.484666950153675,2.7861670300418018,1.4316419233466606,108657.100969466,9851.955360344482,5046993.843234703,1698801.8773994173,1.0994941338782918,0.8305967522951828,0.7846650863810545,40.501092710181894,18.433899907536063,3.9766180083548726,14.00819336369294,14.285402217643014,0.6399092535833375,0.28989376768968234,84,50,45,0.49784245418900547,12.82058622335348,6.043955113338082,0.6426294210619858,85.73754378832982,53.12887178585081,1.8376980208339686,1,1,0,1,1
10,89,138,0,1388010.4377498408,USA,North America,2,2,4,3,8,3,1,9,2,0,1,0,1,1,1,0,0,0,1,1,0,0,1,4,4,2,8,1,4,4,9,5,10,10,3,1,6,5,9,1,5,3,8,7,3,2,8,1,3,9,6,10,4,7,10,6,1,8,6,6,1,10,6,6,4,1,3,6,9,5,1,10,1,1,5,8,4,9,2,9,8,8,7,10,7,1,4,6,5,9,3,9,8,9,4,7,5,8,2,2,1,8,6,9,8,8,10,7,3,2,10,9,3,7,1,6,10,7,3,9,5,3,5,1,3,9,5,2,1,9,1,2,8,8,10,6,10,1,7,3,7,8,1,86.60868631077875,376219,7.535965622584867,23799,118085.28035686295,70.49159859510182,54,32.23361756718954,9.990341814982902,78.16740307766217,58.206370761106236,9.548835747810363,18.099007688948703,8.535856869177799,2.085502261094736,6.530460681440079,3.0432194259781546,1.59839512381169,1.2294405284631007,90096.89260359111,11912.73872384537,5729650.279846808,2145875.3688630788,1.5902831552209824,1.0209060261199259,0.7524960335792772,44.40412143418228,30.98922609391854,8.484329142325985,6.507288677783866,17.777818708487896,1.103475303993251,0.20964764242957826,75,49,39,0.6805783465325184,12.045625407959534,6.717368623593143,0.5439647316071725,62.08866000432895,32.282649445981605,1.171494313296492,0,0,1,0,1
12,35,23,1,1443885.3243570072,USA,Asia,7,6,4,4,6,8,1,1,3,0,9,1,0,0,0,0,0,0,1,1,0,0,1,10,4,5,9,3,1,5,3,2,1,6,9,1,8,2,1,8,7,7,1,7,7,9,8,3,1,7,1,7,7,5,8,9,10,6,8,1,2,9,4,7,10,6,4,10,10,3,7,8,9,9,10,3,6,4,5,1,3,2,1,1,5,4,3,10,8,2,5,3,1,7,8,9,3,3,1,4,7,6,9,7,5,4,5,1,3,7,9,5,1,1,3,3,9,1,1,2,8,10,7,7,7,1,3,4,1,1,9,10,7,3,5,4,1,4,8,4,6,7,1,58.90700903051883,188875,6.6942192319419265,89776,141481.40041214591,63.812302847357046,28,25.79989749169592,5.96632489395715,88.0355518557876,80.76908884944717,18.513967869272232,20.199076461619615,1.764137937634123,2.851804398105169,8.575582180279184,5.633640287847615,1.4612408294121757,1.7582698053412371,82384.82423567529,12100.835999154453,5266463.5010852665,2292509.435208075,1.540331646072715,1.4734626047674753,0.4177875507539107,52.471020486380425,37.08713239122971,19.33106910458542,6.858170566049408,6.7429607119262265,1.453977881500954,0.47673496982417196,80,59,117,0.43527151249241836,37.88679736836689,6.541568027099865,0.7951244988348489,84.10274050687123,65.88522841370767,2.4094396653010333,0,1,1,1,1
3,27,145,0,1086505.7151903172,UK,Europe,7,6,3,7,8,3,0,9,2,0,5,0,1,1,0,0,0,0,1,1,0,0,0,4,10,9,10,4,7,2,2,6,7,2,10,9,6,4,9,4,3,10,4,10,8,9,2,9,1,4,5,1,9,7,1,2,1,6,2,9,2,5,2,7,8,10,3,5,3,7,5,7,8,5,2,3,8,2,4,4,1,8,3,3,7,5,10,6,4,8,6,7,10,3,2,6,7,5,4,8,6,8,9,1,8,1,9,5,2,1,1,10,4,10,2,9,10,7,8,3,7,8,7,9,4,10,10,2,10,8,7,4,7,5,2,9,2,8,2,5,8,1,1,84.17948421636694,579348,5.673378011502676,21233,91375.73146167136,46.17061652702274,40,33.48888585087442,9.785908181667235,87.76501504996143,52.671908308148744,12.11776942216983,16.291829492214998,9.311078653913624,1.260143618556137,5.0165261568411665,2.628557924901463,1.8376561495213695,1.514100037151807,120792.1752126496,4958.436378745065,5615893.6547922455,1742274.124557284,2.1978017398744236,0.9181577976048846,0.2824016038949244,31.12990746039152,32.95041783291995,12.013800756334646,20.881352343870965,16.581754658655008,1.0599086515667588,0.4074886696462955,58,45,50,0.3849795795663171,37.20482814291317,4.792991277282476,0.6365883556677168,83.54629375115294,32.65608534517311,1.5370954475086749,0,0,0,1,0
5,66,443,0,746815.7861963487,UK,Asia,5,1,2,8,9,7,1,2,8,0,5,0,0,0,1,1,1,0,1,1,1,0,0,7,10,4,5,4,3,2,9,7,9,8,4,6,9,10,6,1,3,4,2,5,8,7,9,2,5,8,1,3,6,6,8,1,3,7,4,10,1,5,8,9,7,8,4,8,4,7,6,9,2,4,3,6,7,9,8,5,4,8,3,2,6,1,5,9,8,3,9,8,2,1,8,8,6,7,10,7,2,8,9,5,5,5,7,4,8,4,10,9,4,2,10,3,10,6,9,6,9,7,5,2,10,7,6,2,8,7,4,2,3,1,1,5,3,4,2,9,8,5,5,94.47174953661556,688697,9.55535742897242,2833,89673.27078417863,40.03095387777938,9,35.58238092438608,6.81891092971143,113.19622810780069,60.047663035454875,14.010222846303009,36.15926736121486,7.149441853622883,0.6889322352028968,8.892718916345894,4.475890995145167,2.570247671435248,1.9537027388144281,108878.4738812321,12150.353833387519,4129882.851990615,1723072.6555312553,2.6082790535249325,0.9652693860247437,0.6554836148210991,40.38477501996737,30.80253701827842,5.847832503696319,26.007212041884575,16.92105519500732,1.2817595453794994,0.2301728749661207,81,30,77,0.46005946646812734,28.379516307397136,5.268180195007961,0.7589155654672299,73.86245957436992,71.1697663761559,2.770271956784268,1,0,0,1,0
3,8,249,1,2106235.2005158532,USA,Asia,1,8,2,4,6,1,1,1,2,1,4,1,1,1,0,1,0,0,0,0,1,1,0,8,8,10,2,5,5,7,7,1,7,1,8,7,9,9,7,8,7,1,9,8,1,5,7,8,8,5,8,6,4,8,5,2,4,2,10,8,6,8,8,9,2,5,1,5,1,8,3,1,2,9,3,8,1,4,5,10,6,3,3,3,8,7,10,6,9,7,1,7,3,7,9,2,6,5,9,2,2,7,1,9,9,8,8,5,9,2,8,9,6,4,5,6,6,8,5,3,8,7,10,8,4,7,8,8,6,5,9,8,6,6,10,4,8,4,5,5,6,2,9,72.48406514373521,929486,7.22881808726633,34321,110345.94429995997,53.73116820329666,14,16.97495776844731,5.518970760520863,80.39774712951498,64.49599442031946,6.475216684930684,10.89128929067118,8.120293922055826,1.323901980828503,7.122492888932893,3.2145157447613477,1.7877597390720217,1.1223805310026815,84297.76848402563,8021.027494029186,5595239.169267161,1364606.2082872207,2.953766763676499,1.29346551743811,0.557200153782401,48.64637690213494,16.01639589566343,5.762232897003428,22.988120556645146,16.19005130673342,0.5689126144999179,0.17481706663470253,66,21,47,0.5910913350917945,19.924266131207578,9.029817644536699,0.5226875483129723,92.11278044701564,66.94368689581023,2.5144891973288597,0,1,1,0,0
4,1,447,0,1339126.9368856023,China,North America,9,6,4,3,1,2,1,7,1,0,9,0,1,1,1,1,0,0,1,0,1,1,1,2,9,10,6,2,4,3,3,2,8,6,5,7,1,1,3,3,6,9,8,1,1,1,1,5,3,9,1,6,8,3,8,3,6,4,4,6,3,1,9,8,8,3,7,5,2,1,3,10,1,3,9,3,1,4,10,10,6,9,9,8,9,9,8,7,3,9,10,1,10,2,10,6,5,4,4,1,10,4,9,7,7,8,8,9,2,8,2,5,6,9,4,7,10,2,8,2,5,7,4,10,2,4,10,7,5,1,2,6,9,1,9,4,2,7,6,8,8,6,7,69.29822460329365,839287,8.231381918982937,46443,74236.38881397918,58.56950194734585,30,35.958922828552105,7.826950779314593,100.54923719167785,78.21961702827647,15.02532837620086,34.45161853494278,6.072494295643629,2.8190108804960357,8.620495817834776,3.255220583095547,1.1660923177081481,0.5389005465745649,105761.41111809085,8789.65875875442,6333618.245017269,1521811.2822016294,2.0038406758871177,1.3704082375909346,0.7766528477053865,49.78872934801823,29.75868297572972,12.908775450453652,19.229773193155822,14.220043486738902,1.13316452202838,0.164850726072184,72,23,81,0.7662098813037694,22.72339748001177,4.6479714961334295,0.41342765481285304,90.14258582954014,78.13454041197573,1.8700469410095673,0,1,1,0,0
10,42,314,0,223282.83578205423,USA,Europe,8,8,1,3,8,8,1,6,7,1,9,1,1,1,0,1,0,1,1,0,0,0,0,10,2,4,7,6,8,9,10,4,6,6,2,10,6,1,3,2,7,2,6,10,7,6,5,4,6,7,7,3,4,8,2,6,1,6,6,4,1,9,7,7,10,7,7,10,1,1,3,1,4,2,5,3,9,8,3,5,9,7,10,5,5,3,4,2,3,2,8,10,10,6,10,3,10,8,10,7,8,8,1,7,7,4,7,4,4,5,5,4,7,8,1,9,7,2,4,3,1,5,3,7,3,5,2,6,1,9,4,10,1,9,3,5,6,8,10,5,10,1,1,95.87202647072371,368728,6.654457856702296,35673,75037.29965594945,40.80465777628776,10,20.70301557050367,9.271947942111932,99.9189029461539,63.97850606736486,5.315740310198614,21.462137285298326,8.361875805589875,0.7336733832144577,8.860979533662132,5.159356985453225,2.9112853150735587,0.5037313872717742,96178.74873007587,6586.093281206896,6374015.677729949,1159167.6490005394,1.8309905614422715,1.48562932025102,0.5018356479656554,56.85540553542548,21.974124339357495,14.76057923471804,19.656120464816663,20.651350924112393,0.9335146615673802,0.33386796638632954,61,47,92,0.7844602407435035,21.832410781858613,5.934681851761292,0.9338807067831598,60.27228783069618,71.86709269908735,2.460298241127644,1,0,0,0,1
1,91,123,0,720345.0105665032,China,Asia,6,5,3,7,9,7,1,3,5,0,3,0,1,1,1,0,1,1,1,1,1,0,1,7,1,5,7,4,5,3,5,5,2,4,9,8,7,5,10,8,5,1,4,2,4,7,1,10,3,4,10,8,6,8,10,8,7,5,2,8,1,1,1,3,7,3,1,5,9,8,1,10,2,8,1,6,7,10,8,1,10,3,5,2,1,5,2,3,8,5,10,1,9,8,10,9,9,7,5,3,5,3,10,10,7,7,2,5,8,1,2,8,5,2,6,7,10,5,7,4,10,10,8,7,8,3,3,5,9,1,3,4,3,1,9,6,2,7,10,1,9,4,7,71.77434745575822,437419,5.608840243742562,54393,95899.08767445527,32.555491701429716,26,21.642975408381766,8.810963465552984,121.42548332980665,89.62632585784598,7.038348405031616,31.45084809968003,4.175200829212636,1.1622836503611262,6.184989548374181,2.176129911300105,2.505079982351119,1.6657553824889084,117523.20425042836,12385.119235786111,4754920.36825699,1306818.33019328,2.7810053438047184,0.6722171348834736,0.43242946106239116,32.604858187840414,13.872291866478996,14.821147842005368,28.150155212472534,17.401912579507048,1.1435625747819986,0.34591216870107955,35,48,74,0.7250609269998796,15.414788203751382,3.46722369142406,0.7567569449363605,66.74634971065917,51.436387840752325,2.8739351708221346,1,0,0,0,0
17,93,42,1,812942.517524079,UK,Asia,2,3,4,4,6,6,1,3,8,1,2,0,1,1,1,0,1,1,1,1,1,1,0,6,3,2,4,4,8,4,7,8,1,5,3,8,9,1,3,6,7,5,8,6,3,8,1,7,10,10,4,9,5,8,4,8,1,1,5,5,8,10,5,8,2,2,9,10,1,2,7,2,4,6,8,8,8,2,3,4,1,7,7,8,7,9,1,10,2,7,1,8,2,8,4,2,7,6,9,7,8,6,7,8,5,3,5,6,5,6,8,2,10,9,8,9,8,2,3,7,9,4,10,2,10,2,5,7,6,6,9,6,10,6,5,1,9,3,5,2,1,7,7,58.71096500232251,221525,9.276904189578783,75226,98466.07593357199,44.52472729264676,40,25.696552837481384,9.167339068730957,89.57684529987054,89.22438988990825,7.701277460994382,13.526105494303394,7.68516514581292,1.4230113735910628,11.89245181072921,2.973762845757918,1.5878443932567574,0.5727482410948704,103273.07429281899,9743.251544800103,4445390.640283503,2185991.0921109463,2.1276438081718743,1.4833002168927045,0.3708213200507041,28.76744568245752,35.22705625388564,7.163454552064933,13.29972517287532,6.978939465914278,0.5499215068797096,0.35338404492975595,64,21,65,0.7219259154843453,37.074377827878095,7.213731872038138,0.7401773284624269,82.01088142290982,42.77101478052524,1.1260320306269342,1,0,1,1,0
7,29,394,1,1469278.5474981703,UK,Europe,7,1,4,2,1,6,1,2,2,0,6,1,1,0,0,1,0,0,0,0,0,1,0,6,2,5,5,10,10,7,5,8,3,6,3,7,1,8,4,9,5,6,6,7,2,5,1,2,2,9,10,5,8,10,8,10,4,4,10,5,8,10,5,10,7,6,4,1,1,2,4,8,5,1,7,5,10,7,9,1,3,8,7,10,8,1,6,3,4,7,8,3,4,10,1,8,10,9,10,7,5,8,5,8,4,8,8,10,9,7,9,7,7,3,8,10,2,5,3,6,7,2,2,8,4,8,4,4,5,3,4,10,6,2,1,6,5,9,8,9,1,7,6,69.70250692635311,316713,9.091950803281872,31250,103603.80420434092,54.44707885382563,55,42.83172113965038,6.80159172523222,107.3832374240211,91.49595184335689,5.499170331432134,16.032147969246658,7.134633144956588,1.1646848373115242,6.301253690625247,5.46165695852342,1.5335997236259913,1.0877994131179154,120862.60685949633,9944.234970086876,5560972.713529385,2074149.5854923422,1.2504646179593086,1.2302429005229256,0.27552795962720245,27.694658447008763,17.55555207754716,11.653812258188937,7.419876192896098,9.521265381296587,0.8059488571954285,0.3378287505512634,34,29,89,0.7640242062117699,12.352414477676074,5.128638392004337,0.8135859104513081,88.5240534183616,36.367967673328174,2.954325607917497,1,0,0,0,1
