Startup Success,Funding Amount,Number of Founders,Market Size,Product Stage,Number of Employees,Marketing Spend,Number of Users,User Growth Rate,Revenue,Number of Competitors,Tech Stack Diversity,Codebase Size (MB),Monthly Active Developers,Cloud Expenses,Third-party Integrations,Average User Session Duration (min),Bounce Rate (%),SEO Rank,Social Media Followers,Press Mentions,Patents Filed,Outsourced Tasks,Customer Support Tickets,App Store Rating,Play Store Rating,Web Traffic,Conversion Rate (%),Referral Partners,Customer Reviews,Feedback Loop Efficiency,Retention Rate (%),Churn Rate (%),Net Promoter Score,Sales Team Size,Product Updates Per Month,Bug Reports,Server Downtime (hours),E-commerce Cart Size ($),Subscription Renewal Rate (%),Affiliate Partnerships,Email Campaign Success Rate (%),Ad Click-Through Rate (%),Return on Ad Spend (%),Inventory Size,Supply Chain Efficiency,Operational Costs,Profit Margin (%),Debt Ratio (%),Liquidity Ratio,Gross Profit,Net Income,Total Liabilities,Total Assets,Employee Satisfaction Rate (%),Annual Employee Turnover,Training Hours Per Employee,Employee Benefits Rating,Remote Work Percentage (%),Office Space (sq. ft.),R&D Spend,Brand Recognition Score,Loyalty Program Members,Customer Lifetime Value ($),User Onboarding Time (days),Data Breach Incidents,GDPR Compliance Score,Industry Network Size,Event Sponsorships,Whitepaper Publications,Online Webinar Hostings,Product Return Rate (%),Warranty Claims,Safety Incidents,Legal Disputes,Regulatory Compliance Score,Environmental Impact Score,Corporate Social Responsibility Score,Diversity & Inclusion Score,Market Penetration Rate (%),Product Line Diversity,Expansion Rate (%),Franchisees,License Agreements,Merchandising Revenue,Collaborative Projects,Joint Ventures,Mergers & Acquisitions,Spin-off Projects,Venture Capital Relationships,Angel Investor Networks,Government Grants Received,Industry Awards,Product Recalls,Customer Complaints,Unresolved Issues,Quality Assurance Score,Product Reliability Score,Shipping Efficiency,Logistics Partners,Distribution Channels
0.0,534281.5162402624,5.0,60578141.80820796,,17.0,24234.199727345826,,5.068680709650538,12175.880506537103,4.0,,34.597865881862916,3.0,41.85789243644281,3.0,31.166105494091013,4.0,,8.0,32.14259997997092,8.0,31.88359576473205,6.0,32.270240565228384,10.0,,7.0,,5.0,38.66311489156657,1.0,28.06424612910713,10.0,36.902587211519545,3.0,43.05827925771771,8.0,27.344336881481553,6.0,27.572927998784788,,47.894958967013196,6.0,40.67727332322258,2.0,23.42404862889476,10.0,23.20242798102479,9.0,17.24924321010208,3.0,27.53856991850035,1.0,33.79656952099115,,38.53186403569167,9.0,20.988328603147316,5.0,34.997163600716,10.0,32.622736777021515,10.0,36.992085878699456,10.0,37.252062297433774,4.0,40.82491424963674,5.0,34.90430359845095,3.0,26.19525435291634,8.0,27.66324789084579,2.0,21.460496822834145,9.0,31.506681992663136,2.0,32.69735187258845,4.0,41.05910011507529,2.0,32.25079848704213,5.0,29.662105295785928,9.0,29.300700591843928,7.0,37.765779263479814,4.0,29.452139236022187,1.0,18.72997778823889,9.0,23.583619686385667,2.0,35.678924962451575,8.0,32.521458621215054
1.0,966855.389370677,2.0,134240805.68035784,2.0,59.0,42784.30917659971,68876.25120626004,12.590297088390686,64754.54131042294,9.0,3.0,41.06507749091921,4.0,62.0649261847125,6.0,48.610828630250765,5.0,45.91490401130274,9.0,53.047147517502815,6.0,54.40216864693642,9.0,39.97444959419285,1.0,47.93755905025802,8.0,63.17566157328769,1.0,43.47692199070066,8.0,53.80275897066321,2.0,54.267879889800454,5.0,52.199823239364065,5.0,43.9066594183608,6.0,37.49167914804278,6.0,47.02249364409365,7.0,50.19780490408217,3.0,40.16198154188438,6.0,56.338871371754045,5.0,59.87230542924444,,44.49026687957797,1.0,86.84360095453115,10.0,54.028845978679115,3.0,59.10858573853976,6.0,42.7698037028521,4.0,58.22053626133884,3.0,34.80484846125363,8.0,38.644170070542756,8.0,48.34061168670418,,47.11554935467521,3.0,39.11164228968103,1.0,56.93076076052034,1.0,53.01998624352312,5.0,41.752176955495806,4.0,58.88936314726526,9.0,51.04528997343239,7.0,32.69257267459726,1.0,46.08618797619574,9.0,35.7644341851564,1.0,44.682360950542844,5.0,47.61073016558381,5.0,54.560239289052866,,51.62398466485242,5.0,57.105051777478,,72.67578956913154
0.0,279084.8380911299,1.0,40644037.01237574,4.0,21.0,11157.922871809638,5648.90244602486,5.825852669827709,9442.670457150823,10.0,7.0,37.21018987625247,10.0,,9.0,24.706027742562895,10.0,30.892860679047985,9.0,16.27965012081274,1.0,,4.0,30.355747163200135,,21.79880764235078,2.0,,2.0,39.46507776123855,3.0,36.80393065385336,5.0,36.123600173250445,8.0,22.995419549138358,2.0,38.33293804251847,6.0,47.10870948911221,7.0,36.804756856962925,7.0,,5.0,25.777999556480275,1.0,27.30485391950981,6.0,32.614556739215175,2.0,38.172114720719314,4.0,23.64525867788334,5.0,16.838031175927675,8.0,20.512569832974723,,34.32583140986465,2.0,38.602811088008515,5.0,,10.0,28.812480920175364,3.0,32.769161775538734,6.0,31.943313708494276,3.0,24.51484645277482,8.0,23.23530428692633,2.0,29.66870393977309,1.0,34.15708382050514,7.0,27.71139671562961,10.0,29.442896802049034,9.0,22.37812976862368,10.0,30.255896096003205,3.0,32.370290572073955,2.0,34.780397366771545,3.0,38.55524253346343,5.0,31.78849957508287,9.0,35.86621720304017,2.0,,5.0,37.504898742438556
1.0,1461944.5510812374,4.0,108695401.29113783,2.0,30.0,58314.98866931662,52387.37925291357,8.32268472495883,46652.26675295173,9.0,2.0,58.532506845803645,1.0,74.65851178833856,6.0,60.727087407674404,4.0,60.87301707795206,10.0,54.53572447334574,6.0,38.75772585230218,1.0,65.1877500549165,6.0,43.192368193897195,9.0,41.66709369533219,10.0,69.89800163970722,7.0,,1.0,57.00727199953472,5.0,42.62789494976909,10.0,42.893084281090424,8.0,,3.0,43.284573448600995,5.0,47.09506348352124,3.0,52.98933879915789,2.0,49.65940776542561,10.0,52.12391422311465,9.0,59.2134437165611,2.0,46.99624770164484,5.0,38.020703264736085,1.0,42.2711553086708,9.0,43.10280361458776,3.0,59.50989251350518,10.0,,9.0,40.78373792305176,7.0,51.54580310850475,,50.943998033312546,9.0,,10.0,52.748839723996234,10.0,62.562507632287414,9.0,56.67288495509518,6.0,50.662647202718546,4.0,49.27098367568523,9.0,44.18754471795657,7.0,68.80133352979722,6.0,40.06519021581751,7.0,50.826753768554575,3.0,46.22287652817898,4.0,49.55759430441204,9.0,,5.0,57.964827497852504,5.0,46.57400837536187
1.0,867220.6172906668,4.0,109508613.65053247,2.0,59.0,57980.91048661562,37261.62674865796,8.63818234172861,43038.82948653698,,7.0,35.98766373706984,6.0,55.34118811938557,4.0,53.79325364030614,4.0,49.19489822853592,9.0,65.49805893420097,1.0,45.601717151122955,6.0,48.1365613785332,6.0,,4.0,39.419534983224125,10.0,60.277268396539796,,41.70969847409217,6.0,60.388040633827046,2.0,40.839835118669384,,47.665724206066244,6.0,33.02437062920977,7.0,65.54948389682033,7.0,53.89455657152589,,38.86144187503916,10.0,42.747843086749214,7.0,,4.0,62.14243698025478,1.0,54.68710718275484,6.0,47.68685681054685,8.0,39.146419313422214,1.0,47.067266036213276,9.0,49.617316108202715,,48.76865799679969,1.0,34.4376169916182,1.0,62.08463110617562,6.0,41.93134986061818,3.0,62.91072016784927,4.0,50.32292237235615,3.0,48.340863867801716,9.0,,2.0,61.27066635417119,2.0,51.6391965927601,4.0,48.28650953933748,5.0,55.65938151749861,9.0,,2.0,34.70765659915918,9.0,52.312563057082635,10.0,50.17163289163879,3.0,53.59055466165964,10.0,61.46550185150237,8.0,
1.0,1233420.5828767272,3.0,84088858.64118235,2.0,41.0,35758.32399812401,50146.94095544367,11.36398659850829,38404.644495495115,10.0,9.0,56.245363395707166,4.0,55.525232328664615,5.0,47.22002878254805,9.0,47.27402535181605,5.0,33.095010511617765,9.0,55.02854075187878,9.0,65.66052098366137,9.0,40.62831017491393,2.0,54.28741095057484,9.0,48.49090065574697,5.0,41.7461067844582,8.0,39.63055517158814,10.0,64.1899549488178,6.0,52.29162889118218,10.0,69.05545285710016,7.0,50.4435726957325,3.0,33.73744154340634,7.0,54.43596028077518,8.0,50.33279029964719,8.0,52.23956277184295,2.0,52.01917033656859,8.0,36.52981208995154,7.0,56.17887431527228,7.0,37.55791307827646,8.0,46.49574709381245,3.0,30.74770578865152,6.0,54.23196892980218,10.0,70.84028794606886,6.0,57.15405052041384,4.0,45.30106318038413,6.0,64.75289616850806,4.0,63.808941435738824,9.0,55.07698035891629,,,2.0,36.18229306122666,6.0,55.67615236980527,5.0,41.822635083819904,3.0,50.914858444240195,9.0,59.559780781067985,2.0,52.48474672083862,5.0,,1.0,,1.0,42.79836174091166,9.0,53.89417587588739,6.0,56.859584626304425
,450906.2550128635,5.0,53440539.21563467,1.0,27.0,21864.211243279125,7740.665081378926,3.3636982149005403,11589.548076920672,4.0,,28.396217644280057,4.0,26.21439515806103,7.0,22.364833595936567,4.0,20.158022082307376,6.0,25.828317260842645,3.0,30.198555502950434,8.0,23.590499187352616,3.0,24.245848070980955,7.0,36.24221004927141,10.0,32.31690850879678,3.0,44.75569213099996,10.0,28.347373964696416,2.0,27.04807773900268,4.0,34.09084543225419,,31.29503611498894,9.0,21.755578344830056,,12.908407176034952,9.0,27.381351061848786,10.0,27.781086316150283,2.0,37.54284045371922,,,10.0,32.83012812530063,7.0,25.859919421968662,10.0,22.540302389035904,3.0,30.200452876671413,1.0,44.42512233147613,,29.962660194237795,3.0,29.213290023689204,9.0,24.761318922618813,3.0,30.323322224513937,4.0,23.653111725578334,6.0,27.216008191899917,,34.55284522230382,2.0,32.03299701485705,4.0,,9.0,30.281080829437816,8.0,38.64075521726428,10.0,28.5428098419833,10.0,35.46369547202671,8.0,29.792983082322227,6.0,10.620467219260654,7.0,38.43904784036371,9.0,44.820319244037506,7.0,34.62675706819287,5.0,17.08113079218561
1.0,686007.9324685314,3.0,125590373.39520317,2.0,,43588.350706031495,48453.096688654456,11.103360464511939,41358.279208260356,8.0,6.0,55.947414401459625,1.0,47.30986671151792,10.0,47.310923237849906,4.0,52.58557713347964,5.0,72.0059446095343,1.0,46.24029554771884,2.0,60.83369296360516,,30.260272585883882,2.0,57.43756398033311,8.0,64.40377975545869,10.0,59.159010451191534,2.0,50.9581334616731,1.0,59.4430787644214,2.0,32.13588853805095,10.0,23.6613746666891,2.0,43.38515544643386,5.0,48.69123429855113,3.0,59.50914207073167,8.0,28.761159062026355,2.0,55.564322289276916,,43.63788525959045,10.0,50.087315780323934,1.0,47.096644722021054,3.0,53.67485892830645,5.0,36.89429162698051,9.0,44.111803732354936,9.0,52.99372281435117,3.0,56.23903970526014,6.0,63.464436684042376,9.0,38.89929046928696,10.0,55.67770998094611,8.0,46.31737460991194,6.0,61.082954862545726,6.0,58.302287970216966,7.0,,10.0,40.82654762745202,10.0,60.86787323929153,3.0,66.31469002641884,2.0,,4.0,52.60563492406837,8.0,64.39506276828514,2.0,33.68202325054159,2.0,48.449305668525085,8.0,58.894443068579044,4.0,39.46657090401964
1.0,1014792.5928147136,3.0,55663623.21291871,4.0,50.0,47349.350031114205,57138.774440901376,13.793777495744163,50126.544641486544,10.0,10.0,62.02667960625097,5.0,43.50351134020401,3.0,55.57786723886163,4.0,48.487351883155625,1.0,46.09700856191954,1.0,37.08869036407082,,53.87168626626804,5.0,48.763013337407,7.0,40.67115478690536,9.0,46.57815525012663,3.0,68.41876360356437,5.0,53.216204467548955,6.0,45.20372257911026,1.0,54.494432858954,,47.173471096267946,,63.35204066134931,5.0,44.96396540379866,8.0,53.034463506400336,6.0,55.229979540756545,9.0,47.98676851035554,3.0,35.384626253247276,7.0,56.444155714116945,6.0,51.52738735044279,2.0,65.33441793580222,6.0,49.41785343772634,2.0,37.295803090814935,3.0,48.195659030790154,7.0,70.94412828556777,3.0,62.76877442457281,7.0,22.077829230104648,5.0,59.60991262840717,5.0,59.19768055601636,4.0,34.270278446942996,4.0,54.78494377171313,1.0,43.202792105114376,1.0,49.591718482930226,7.0,69.48242641312254,5.0,52.05154682605687,8.0,43.573958790252,9.0,53.24868928300804,2.0,44.83364903302762,6.0,57.870894669609335,6.0,32.42590259421934,4.0,55.920935512161,1.0,52.93227023827077
1.0,896493.2698183552,5.0,110054896.14981629,3.0,48.0,40973.4564001218,50990.14449487258,13.270014331462837,50271.77167672464,3.0,3.0,42.62471634863836,9.0,47.65016517955937,9.0,48.33078666410718,2.0,46.58308641947346,4.0,60.13727899280458,2.0,53.53177164089063,8.0,53.79248006621937,1.0,53.67234279322115,8.0,,2.0,50.08107697379999,5.0,58.996725855326325,,61.21293966527317,1.0,55.039412570575976,,28.081605391300872,4.0,45.060149974744654,4.0,43.966401711807585,2.0,52.61908444308005,9.0,54.28641177005994,10.0,50.65441751188863,6.0,66.54983512510555,9.0,54.97518004464638,9.0,46.230832371193586,1.0,61.67834890907777,4.0,47.97792506192805,10.0,65.42922301573148,2.0,57.48103592828592,1.0,59.75454997755266,7.0,43.666725151957515,,41.545862724344786,7.0,48.71020709176278,4.0,47.108957779835265,3.0,41.33279754174842,7.0,,1.0,53.32840451149194,7.0,,2.0,46.86201485491758,,55.881083580173055,7.0,51.65688712038028,2.0,59.54378162573752,3.0,65.28603098259276,1.0,39.35944366535352,8.0,39.9498259864493,5.0,61.18296722485378,3.0,44.718017871114654,2.0,49.42623963978849
0.0,615709.6385463958,1.0,60743330.04770244,2.0,16.0,15234.797683175751,7853.81734327477,5.907979757805133,9607.412764508466,3.0,10.0,38.26501831681449,6.0,26.09358447777913,,21.81895361902172,8.0,39.722160748160135,1.0,33.56408007629793,6.0,30.78045409742333,,27.584889958062845,6.0,28.967804580511462,9.0,24.582452067757853,3.0,14.500570996873313,8.0,48.98015051583471,2.0,30.944486929330417,8.0,22.20502901303035,4.0,22.243801886525674,5.0,41.42390345558558,8.0,29.116979385778304,4.0,32.342913826223715,8.0,,,31.053086888386986,7.0,24.796408709298426,4.0,20.169330714824277,2.0,21.521950995036974,6.0,36.04109446123151,1.0,30.36820052617914,7.0,26.461409607362064,8.0,,9.0,16.626815830339275,8.0,34.70134056734917,10.0,17.992042198223174,9.0,25.439770096146468,3.0,30.099118253158526,6.0,31.798498823966987,4.0,43.14222061049445,8.0,30.69736817151151,8.0,37.87747994037761,3.0,,2.0,39.70386314648279,10.0,34.89386444266009,7.0,33.519883328049154,1.0,21.048489344397897,8.0,30.159094913190035,8.0,39.57869922218496,3.0,25.31353576830648,8.0,20.475234440990757,4.0,24.981114526862992
0.0,617617.510523992,3.0,54964001.17733941,4.0,21.0,25390.626978973858,8302.190687259072,5.646045343428732,12914.20365245481,7.0,5.0,,8.0,21.710615423543814,8.0,31.998408602394164,4.0,21.00454288977003,1.0,29.23498130848162,1.0,24.28871695951993,8.0,16.49842413126337,4.0,23.844535260137647,1.0,38.29954006091471,3.0,36.67400950438018,2.0,24.228041396341645,6.0,37.14849591051312,1.0,24.529000679955846,1.0,23.75777783959502,7.0,27.239891757685854,1.0,36.93645642332443,2.0,31.972343350905422,5.0,33.814474245950294,7.0,24.34625271114141,5.0,34.379421157780996,7.0,34.41978114748579,10.0,25.06171585468301,9.0,25.102173738084375,9.0,38.24700864604286,5.0,36.81782980813103,3.0,28.612371603889233,4.0,39.864348294682394,5.0,34.143015442597914,,35.563100328907815,8.0,20.702411354464324,7.0,24.22625473153128,5.0,46.84326949234538,1.0,37.42038139901926,7.0,18.762796022179256,10.0,33.38973798561745,10.0,34.76090649015033,2.0,36.74290699313822,6.0,48.27942943111595,9.0,22.497174956349113,6.0,27.657248332663162,5.0,29.30724155983616,10.0,,7.0,23.864583474152,10.0,26.485206507552384,7.0,29.71961258077797
0.0,326601.6470582647,3.0,70750650.39348541,1.0,10.0,,7382.631738021722,3.8918253035152537,7752.1977501542315,9.0,5.0,35.54148605299832,4.0,38.36084426394647,5.0,19.296894829096477,5.0,19.530850606485235,3.0,20.9784630230268,7.0,26.108703649043143,10.0,36.741579475236435,6.0,39.26746571913071,2.0,39.83544543776247,,29.299229043669452,,25.907912442681134,1.0,35.04978883928044,8.0,30.648534674871605,10.0,43.57655200410123,1.0,27.424614678143744,2.0,37.53293253152925,9.0,31.99879897321757,6.0,21.07156392219661,2.0,30.58184181491978,1.0,26.10805820231581,9.0,18.962406776042446,10.0,30.7887967321957,4.0,21.63597776557383,8.0,39.799411068299776,5.0,26.809817711438594,3.0,36.76276465553337,,31.249870935557084,7.0,19.592852620578277,9.0,40.78798579650905,10.0,40.415315381068595,10.0,,4.0,25.839913728307224,4.0,12.637790159652962,10.0,23.75998799486146,7.0,27.22616653266143,6.0,38.56518837337557,6.0,41.886643789090336,5.0,,8.0,14.49976126087877,9.0,30.192201274648298,7.0,34.5628753901335,8.0,40.48883054674643,3.0,31.069715543533988,,28.177367475883756,9.0,36.85626168494354
1.0,900806.1907347059,,,,61.0,58639.23549962446,43462.57970193033,9.22523650997057,58098.46061119427,4.0,3.0,28.227689513167647,9.0,53.00073504667294,10.0,48.601296412272866,8.0,45.757880849828545,7.0,52.196771305764194,4.0,36.39163354445718,1.0,53.495469861645944,8.0,46.82359535153573,2.0,36.88961849457307,2.0,46.75937710038618,4.0,35.119564313437,8.0,57.0964847221978,6.0,36.14688875402361,1.0,48.420695270102435,1.0,45.8987085233553,2.0,47.005404230364846,9.0,41.130806946619785,10.0,65.61295579078909,1.0,55.24465224826464,8.0,26.15621547464654,7.0,41.33335785474006,6.0,71.16589888329135,2.0,41.37248466763534,8.0,49.76182081899666,6.0,27.983337968692457,3.0,59.32224625158149,5.0,,10.0,45.8914562370255,8.0,60.20443902540288,4.0,46.191778987807794,8.0,66.48853254829427,1.0,52.585140231931916,8.0,49.4316239386612,8.0,,1.0,44.794240072510114,8.0,43.93752060179016,9.0,61.98860193044686,3.0,54.08605313728587,3.0,49.144896038338636,6.0,41.799065660126644,5.0,48.38292203918378,8.0,47.30368714446015,6.0,39.92084362041038,2.0,60.3413139456785,3.0,71.417616432066
1.0,966377.0208749413,5.0,76522400.71182054,3.0,57.0,57691.35779310033,59154.02970484937,11.506426892832314,48515.705989358146,4.0,8.0,49.74694484893649,7.0,44.830717391378315,9.0,51.965119260012145,4.0,32.963686105082814,1.0,81.82378504064532,7.0,65.69340570536711,3.0,69.41111475506023,8.0,54.23677501627975,7.0,70.14422456650858,10.0,56.94391615910799,5.0,53.95148980953373,6.0,44.01360644616156,9.0,38.94319380613197,7.0,,5.0,58.52026356198511,2.0,52.254631447724954,1.0,37.84083309961001,9.0,71.0706273277336,6.0,57.57608916453296,1.0,59.40213926841704,5.0,56.872237836710816,3.0,44.02884911198956,,50.96676607436518,8.0,70.87660804572195,1.0,61.02795481900913,6.0,34.519322265711075,2.0,45.00922378356624,9.0,44.2984874995779,4.0,45.95635461192618,6.0,53.92363284675933,1.0,41.48434205519657,7.0,54.71950215813478,2.0,52.47161915854934,8.0,51.103324712808906,9.0,44.49814068695571,,38.05383167075206,,80.11095600065951,,46.62792150986809,6.0,52.626512520222484,9.0,51.41192725695825,8.0,50.923585140651845,3.0,60.343320483930725,4.0,39.709023731701535,,60.49842518331172,8.0,51.94608019667897
1.0,925320.1463246861,2.0,96041245.42030637,3.0,73.0,48122.72976420116,62227.117928319305,13.653294158623876,58247.01740786097,1.0,6.0,53.35118680827599,7.0,42.61855931160924,2.0,61.99537838647909,5.0,67.83271110266165,7.0,23.740054926446298,4.0,45.26621837751371,8.0,34.592467747330204,3.0,44.06685838063217,6.0,48.03678447564132,5.0,69.47480777930235,6.0,61.97949803720576,4.0,44.30369328673886,3.0,49.87863311540913,5.0,45.68984243763023,5.0,49.38437069094164,2.0,49.06446993229258,2.0,69.19632234908654,2.0,64.01733074183412,10.0,29.71640280103262,1.0,59.66784851547226,10.0,62.43670741226305,5.0,47.825218814742875,7.0,58.40326298558134,9.0,53.88160023384896,5.0,49.30879863965851,4.0,54.31539607643763,4.0,,5.0,51.547772601730365,7.0,49.774020745363885,5.0,43.32666526003798,5.0,52.25904031749765,5.0,66.40715977879961,8.0,55.82554228200857,3.0,49.65408203318457,6.0,52.59762155441899,7.0,57.52310774458757,5.0,52.345021499033194,10.0,,10.0,45.302262624593624,5.0,56.31684632302078,1.0,41.982947918710096,5.0,36.70374572658607,7.0,46.702676954725284,5.0,57.27810336595357,1.0,51.86030564590166
1.0,765285.958597575,1.0,141358126.76327103,1.0,44.0,58406.067127833834,33312.8613765387,10.8348940688216,55858.129835546555,1.0,3.0,46.71532417716674,8.0,52.242782810907094,1.0,58.45843844684688,5.0,50.86671793375009,10.0,33.794457194500026,4.0,40.94329041519295,1.0,29.708143805599725,9.0,62.51379902407576,9.0,52.47580976468223,7.0,37.78459009737322,9.0,47.00825836291374,5.0,53.44944395245687,7.0,27.810639055460666,1.0,55.76486576737882,1.0,50.13449033834287,7.0,54.135147444717354,8.0,45.040899087219046,9.0,49.60178369420013,3.0,22.13946665274454,2.0,,1.0,37.26592151759064,9.0,47.44580618000619,3.0,52.22914409840536,3.0,70.8739852958923,6.0,52.03653041525938,2.0,61.75412565644287,1.0,30.47491755872708,5.0,31.788822851099773,10.0,55.492989979957486,9.0,53.82575809516792,10.0,49.1282456837402,6.0,49.453929530995445,4.0,63.01267915675707,7.0,47.95403603726968,3.0,43.25298229863444,9.0,50.17480261271105,3.0,63.126395101901196,7.0,41.88956177079749,6.0,59.29500347318271,1.0,35.60269774570161,8.0,56.554814872724315,10.0,42.65573491604062,2.0,65.48954914798365,3.0,41.6842363724992,7.0,37.65085848030994
0.0,505835.10042854777,1.0,49468931.98303089,2.0,21.0,17680.72785247027,9860.296263632714,4.858758178931469,9123.182223926586,3.0,1.0,28.234914151895236,2.0,26.878844646412205,10.0,,6.0,,10.0,22.02573464834301,4.0,24.37929001826032,7.0,31.602992752754062,4.0,42.68088303476631,3.0,31.66705352928457,6.0,,5.0,29.900117091810067,2.0,31.449838520100663,2.0,29.657091609557117,9.0,36.39839727451411,7.0,27.66622470182299,6.0,33.73673270607141,3.0,25.505992131401847,1.0,26.597713784683116,1.0,31.64696669159769,5.0,30.33704140235709,2.0,36.06710067521563,3.0,,10.0,16.392966026804363,7.0,29.364278458231635,5.0,30.772216766840554,4.0,28.495888039522697,2.0,29.415511044240976,1.0,26.39620736266525,1.0,30.82504985569807,5.0,37.17869279838313,7.0,27.756862784050877,2.0,17.4107501805684,1.0,35.83347351922249,10.0,20.37163887494543,1.0,22.64354069425115,9.0,23.112053919015636,4.0,31.602892777045007,2.0,28.068879309734207,2.0,33.423821902847024,8.0,19.850355528096408,2.0,34.5377326195282,4.0,30.247828179300402,4.0,32.744089747217444,8.0,34.18351881478299,1.0,28.71225045368191
1.0,1209706.18770152,5.0,78973801.7672131,3.0,48.0,45070.817250507476,70604.22698444698,9.509385027624395,63878.45970345973,7.0,10.0,60.48879906586375,,45.73119432329296,7.0,67.01325106456653,7.0,34.12633980302344,1.0,46.42374106318674,10.0,64.10335550258941,4.0,60.30847080493744,1.0,53.73390067107488,,,,,10.0,36.581853208709916,8.0,43.57675321583106,5.0,56.13077439590491,3.0,,7.0,37.66154635144282,7.0,57.94365801839834,3.0,61.537754921312406,10.0,49.65372890111224,1.0,51.306069013066185,4.0,39.40822472611852,7.0,52.6825047220016,9.0,,6.0,52.401874895170565,1.0,43.797297480924726,4.0,57.69593511813979,3.0,44.216987850353796,8.0,52.05220065232915,6.0,54.65240451117104,10.0,53.71754292775846,5.0,41.162027226489585,2.0,30.29434095590032,3.0,,2.0,45.8311811346628,9.0,44.15921827543272,1.0,59.16944793711881,8.0,47.23959809473377,2.0,61.1156856623774,9.0,45.55231775018974,7.0,61.77400482937074,4.0,42.3506148183526,9.0,52.804096457049155,9.0,57.02234933274307,,35.442961308138464,1.0,67.03620721680433,2.0,
1.0,1068723.7179070434,4.0,129948633.66359253,3.0,62.0,29897.833454339372,52520.03761201928,11.2455382504551,38806.091202540905,,1.0,46.4213121924674,7.0,44.686545096150425,10.0,58.72985641342569,3.0,,9.0,41.165059130858594,10.0,72.93272291271713,7.0,50.51376085680181,9.0,56.11692047497923,5.0,43.599626681683915,8.0,64.35657253810778,8.0,54.96061207267254,6.0,,1.0,,10.0,41.20073239704073,4.0,38.06096632967973,6.0,39.28911831471905,10.0,53.04443876399428,6.0,55.97017653767628,,,4.0,42.554553494782894,5.0,56.387646665085256,8.0,45.99477086117784,10.0,64.04475819926674,1.0,60.43510627092417,3.0,40.04563087274933,7.0,57.51977636512851,8.0,53.659101131049454,9.0,,6.0,71.14110205154384,8.0,38.460520575697956,6.0,49.21616341743066,1.0,39.46240169928385,7.0,43.16924004296274,2.0,75.6917879794338,2.0,33.151567033790855,2.0,69.30163807440272,6.0,60.04443776849497,2.0,53.75293282832287,8.0,34.44588806638353,2.0,38.776484412356425,3.0,58.687870172077325,10.0,49.750050810771555,,48.088339817595525,3.0,40.50181291818848,1.0,66.7608808309935
1.0,924689.4697955468,4.0,137154046.87075466,3.0,49.0,36760.489157804375,55990.84185294822,11.646713658954345,45268.168936928865,4.0,10.0,47.73369524123681,3.0,74.26046783981943,9.0,45.61818880802651,10.0,44.68891432128421,5.0,,8.0,42.1032647748014,4.0,38.30670153184955,5.0,35.228037898987814,5.0,49.31925259966284,4.0,38.858389575157034,5.0,50.64449060630123,6.0,52.10457904793822,5.0,45.93668515525632,1.0,45.65377725348958,2.0,51.20698482135511,10.0,54.76097344830217,6.0,42.67624858897799,1.0,59.57438847894877,10.0,41.45870825687779,,52.19759542880413,9.0,54.743190257162205,10.0,46.14845535479876,2.0,56.333413994687135,8.0,62.638553581269356,8.0,51.77860682293638,10.0,54.68132493317529,9.0,46.10143839230029,6.0,58.44957480596184,,48.4096420400001,8.0,37.58824748821094,3.0,47.547951061959736,3.0,45.3673939205529,3.0,42.09194164841434,3.0,61.794816355662675,7.0,52.154696373178055,4.0,59.19413647957711,2.0,43.63233624354906,9.0,46.46384701008454,6.0,58.32853762714645,2.0,51.02745293993357,5.0,60.33610382228738,5.0,54.121004499574646,1.0,44.20388011464854,6.0,43.19165606147779,6.0,48.596467276703784
1.0,858957.8527340437,5.0,97931375.51419432,2.0,46.0,,60370.05324369158,6.040811448294944,67632.9880029957,2.0,2.0,49.802631963116376,8.0,37.25820984216999,5.0,,3.0,44.71157133725294,,,2.0,48.05225880466968,8.0,50.790934968663876,8.0,64.66945106744465,10.0,,2.0,58.10815260166546,3.0,55.4400240065749,3.0,28.547381045948143,8.0,68.56710510194405,2.0,53.66981453497954,2.0,42.41768635987852,1.0,49.83318414213985,5.0,31.6631408796967,1.0,50.873409152856745,7.0,,1.0,55.918876753899646,3.0,44.42535832168166,9.0,67.82265111366311,2.0,49.09409172170975,7.0,,8.0,55.90396270871988,4.0,44.349378830125744,3.0,57.897010494579916,3.0,54.53898552238586,5.0,51.86221039404371,1.0,54.90240331310461,1.0,44.41224176474964,5.0,,5.0,47.85151529116971,4.0,61.7190524686267,6.0,56.47924931734241,7.0,40.3253481428889,3.0,51.23569652589685,4.0,50.255433991766026,7.0,55.42435442483128,8.0,68.46138922193482,4.0,55.026638664322775,1.0,44.72969848247132,5.0,47.57984640656779,5.0,46.504274226220815,7.0,46.59579944164859
